9.090000000000001634e+00,0.000000000000000000e+00
9.349999999999999645e+00,0.000000000000000000e+00
9.609999999999999432e+00,0.000000000000000000e+00
9.770000000000001350e+00,0.000000000000000000e+00
9.960000000000000853e+00,0.000000000000000000e+00
1.020000000000000107e+01,0.000000000000000000e+00
1.038000000000000078e+01,0.000000000000000000e+00
1.056000000000000050e+01,0.000000000000000000e+00
1.077000000000000135e+01,0.000000000000000000e+00
1.104000000000000092e+01,0.000000000000000000e+00
1.140000000000000036e+01,0.000000000000000000e+00
1.178000000000000114e+01,0.000000000000000000e+00
1.213000000000000078e+01,0.000000000000000000e+00
1.248000000000000043e+01,0.000000000000000000e+00
1.271000000000000085e+01,0.000000000000000000e+00
1.284000000000000163e+01,0.000000000000000000e+00
1.305000000000000071e+01,0.000000000000000000e+00
1.324000000000000199e+01,0.000000000000000000e+00
1.339000000000000057e+01,0.000000000000000000e+00
1.366000000000000014e+01,0.000000000000000000e+00
1.398000000000000220e+01,0.000000000000000000e+00
1.433000000000000185e+01,0.000000000000000000e+00
1.471999999999999886e+01,0.000000000000000000e+00
1.510000000000000142e+01,0.000000000000000000e+00
1.551999999999999957e+01,0.000000000000000000e+00
1.588000000000000256e+01,0.000000000000000000e+00
1.619999999999999929e+01,0.000000000000000000e+00
1.660000000000000142e+01,0.000000000000000000e+00
1.703000000000000114e+01,0.000000000000000000e+00
1.733999999999999986e+01,0.000000000000000000e+00
1.768000000000000327e+01,0.000000000000000000e+00
1.801999999999999957e+01,0.000000000000000000e+00
1.816999999999999815e+01,0.000000000000000000e+00
1.860999999999999943e+01,0.000000000000000000e+00
1.910000000000000142e+01,0.000000000000000000e+00
1.939000000000000057e+01,0.000000000000000000e+00
1.984000000000000341e+01,0.000000000000000000e+00
2.018000000000000327e+01,0.000000000000000000e+00
2.050000000000000000e+01,0.000000000000000000e+00
2.105000000000000071e+01,0.000000000000000000e+00
2.162000000000000099e+01,0.000000000000000000e+00
2.198000000000000398e+01,0.000000000000000000e+00
2.230000000000000071e+01,0.000000000000000000e+00
2.268000000000000327e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00
2.340000000000000213e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00
2.465000000000000213e+01,0.000000000000000000e+00
2.524000000000000199e+01,0.000000000000000000e+00
2.568000000000000327e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00
2.640000000000000213e+01,0.000000000000000000e+00
2.685000000000000142e+01,0.000000000000000000e+00
2.735000000000000142e+01,0.000000000000000000e+00
2.785000000000000142e+01,0.000000000000000000e+00
2.840000000000000213e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
2.960000000000000142e+01,0.000000000000000000e+00
3.010000000000000142e+01,0.000000000000000000e+00
3.080000000000000071e+01,0.000000000000000000e+00
3.180000000000000071e+01,0.000000000000000000e+00
3.280000000000000426e+01,0.000000000000000000e+00
3.380000000000000426e+01,0.000000000000000000e+00
3.480000000000000426e+01,0.000000000000000000e+00
3.570000000000000284e+01,0.000000000000000000e+00
3.660000000000000142e+01,0.000000000000000000e+00
3.750000000000000000e+01,0.000000000000000000e+00
3.850000000000000000e+01,0.000000000000000000e+00
3.950000000000000000e+01,0.000000000000000000e+00
4.050000000000000000e+01,0.000000000000000000e+00
4.140000000000000568e+01,0.000000000000000000e+00
4.220000000000000284e+01,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00
4.410000000000000142e+01,0.000000000000000000e+00
4.510000000000000142e+01,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00
4.700000000000000000e+01,0.000000000000000000e+00
4.800000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00
5.060000000000000142e+01,0.000000000000000000e+00
5.120000000000000284e+01,0.000000000000000000e+00
5.200000000000000000e+01,0.000000000000000000e+00
5.300000000000000000e+01,0.000000000000000000e+00
